student_id,cohort_year,program,semester,attendance_rate,assignment_score,quiz_average,midterm_score,final_exam_score,lms_logins,study_hours_per_week,internet_access,part_time_work_hours,commute_minutes,ai_tool_usage_frequency,previous_gpa,final_grade,passed,submission_delay_days,missing_reason_flag
S100194,2021,Economics,2,97.43,77.25,66.14,100.0,100.0,40,7.7,limited,18.5,38.34,sometimes,2.98,88.91,1,1.0,self_report_missing
S100195,2021,Computer Science,5,77.38,74.62,70.91,100.0,79.43,58,13.79,unstable,5.8,73.37,sometimes,1.96,79.59,1,0.0,self_report_missing
S100196,2023,Education,3,74.5,73.91,66.09,100.0,92.55,32,4.66,stable,15.37,42.9,rarely,2.31,79.45,1,2.0,none
S100197,2024,Economics,6,76.4,79.61,84.19,100.0,100.0,65,9.58,stable,10.29,55.72,sometimes,3.54,89.15,1,2.0,none
S100198,2021,Psychology,5,82.73,65.68,67.25,100.0,100.0,56,11.68,limited,20.44,15.72,sometimes,3.17,85.63,1,4.0,self_report_missing
S100199,2022,Computer Science,8,80.39,75.78,65.22,100.0,100.0,42,6.96,stable,19.04,44.45,never,2.84,87.47,1,1.0,none
S100200,2023,Education,4,91.99,98.64,77.38,100.0,98.13,44,12.63,stable,11.38,21.99,often,2.59,91.73,1,1.0,none
S100201,2024,Public Health,3,69.53,74.61,56.6,87.51,94.34,39,4.5,stable,8.16,42.12,sometimes,2.51,68.71,1,0.0,self_report_missing
S100202,2023,Public Health,5,100.0,89.42,65.71,86.32,100.0,41,14.91,stable,13.55,47.39,very_often,3.09,88.87,1,1.0,none
S100203,2021,Education,6,93.82,85.57,78.77,100.0,100.0,61,12.95,stable,8.74,35.9,very_often,2.85,91.41,1,2.0,self_report_missing
S100204,2021,Psychology,4,82.38,90.87,85.8,100.0,100.0,44,10.51,stable,21.76,78.33,sometimes,3.7,95.61,1,2.0,none
S100205,2022,Economics,5,98.45,82.0,80.08,100.0,100.0,64,16.22,stable,10.55,60.7,rarely,2.92,90.27,1,1.0,none
S100206,2021,Computer Science,4,73.49,71.99,75.07,89.33,83.56,57,9.95,stable,7.16,56.19,often,3.03,82.93,1,3.0,none
S100207,2023,Economics,3,76.28,76.09,69.05,96.48,,61,8.68,unstable,6.78,48.76,sometimes,2.38,73.95,1,1.0,none
S100208,2021,Education,3,66.98,92.28,71.9,100.0,100.0,61,18.06,stable,1.51,66.74,rarely,2.84,86.77,1,3.0,self_report_missing
S100209,2023,Education,8,100.0,92.49,85.17,100.0,100.0,75,19.17,stable,13.9,9.13,sometimes,3.08,96.4,1,3.0,none
S100210,2023,Public Health,6,63.53,81.84,75.43,81.72,90.38,64,8.54,stable,4.26,59.67,sometimes,2.83,84.69,1,2.0,self_report_missing
S100211,2023,Economics,1,67.07,72.59,60.66,80.19,71.38,54,10.07,stable,17.69,17.16,often,2.78,69.57,1,0.0,none
S100212,2021,Public Health,8,73.5,68.73,80.95,100.0,100.0,61,16.63,unstable,0.95,24.84,often,3.15,87.0,1,0.0,system_issue
S100213,2024,Economics,6,95.43,95.09,75.21,100.0,100.0,48,10.78,unstable,10.89,45.11,often,3.68,97.42,1,2.0,none
S100214,2023,Public Health,1,91.06,92.81,72.89,100.0,100.0,45,13.23,stable,18.05,57.2,often,3.07,92.54,1,0.0,none
S100215,2023,Education,6,87.22,97.82,90.41,100.0,100.0,72,15.51,stable,0.0,14.24,sometimes,3.51,100.0,1,1.0,none
S100216,2021,Education,5,94.29,88.92,69.83,100.0,81.52,58,7.54,stable,24.13,25.77,sometimes,3.28,85.1,1,1.0,none
S100217,2021,Public Health,8,83.74,92.16,78.0,100.0,100.0,63,13.32,stable,7.02,36.76,very_often,3.49,91.83,1,0.0,none
S100218,2024,Public Health,4,84.76,78.79,89.31,100.0,100.0,47,11.09,stable,10.99,31.65,very_often,2.73,91.56,1,2.0,self_report_missing
S100219,2022,Psychology,5,97.36,78.94,82.34,100.0,100.0,67,5.4,stable,14.0,50.37,often,2.91,92.02,1,1.0,self_report_missing
S100220,2022,Psychology,3,76.45,72.69,64.22,91.82,94.56,46,6.34,stable,15.08,96.85,often,2.91,79.17,1,1.0,none
S100221,2022,Economics,3,75.54,75.04,68.72,100.0,100.0,41,8.11,stable,11.92,42.55,sometimes,3.25,85.49,1,3.0,none
S100222,2023,Psychology,5,89.44,79.93,79.9,100.0,100.0,51,14.82,stable,16.98,21.77,rarely,3.36,94.59,1,2.0,none
S100223,2024,Education,7,90.75,83.13,88.48,100.0,100.0,75,15.24,stable,13.63,11.66,often,3.06,94.29,1,1.0,none
S100224,2022,Public Health,8,85.76,87.73,72.67,100.0,100.0,44,13.59,stable,22.33,29.15,never,3.39,89.65,1,2.0,none
S100225,2024,Psychology,7,91.26,72.06,68.36,100.0,100.0,47,12.89,stable,13.66,18.08,rarely,2.75,86.03,1,1.0,none
S100226,2021,Computer Science,5,82.07,72.67,82.78,100.0,100.0,86,11.96,stable,23.75,43.42,sometimes,3.4,89.5,1,3.0,none
S100227,2023,Education,5,85.72,86.59,67.58,100.0,100.0,65,11.94,stable,16.31,43.14,sometimes,3.46,92.34,1,1.0,self_report_missing
S100228,2023,Education,3,87.96,89.32,73.37,100.0,100.0,48,13.83,stable,0.0,26.66,sometimes,3.3,91.25,1,1.0,none
S100229,2021,Computer Science,7,83.79,81.73,74.96,100.0,100.0,42,11.88,stable,28.28,70.73,rarely,3.06,85.23,1,2.0,none
S100230,2021,Psychology,3,97.15,69.01,78.08,100.0,100.0,31,5.2,limited,5.98,21.76,rarely,3.32,92.35,1,1.0,none
S100231,2022,Computer Science,3,79.91,81.36,58.61,100.0,100.0,50,6.81,unstable,20.47,32.85,rarely,2.6,84.47,1,3.0,system_issue
S100232,2024,Education,7,79.06,69.24,74.19,79.78,99.18,57,6.55,stable,10.19,46.5,sometimes,3.09,85.29,1,1.0,none
S100233,2023,Public Health,5,87.46,85.61,82.99,100.0,100.0,74,15.59,stable,17.43,51.06,never,3.14,88.24,1,1.0,self_report_missing
S100234,2024,Computer Science,3,84.08,77.52,69.32,100.0,100.0,40,19.03,limited,5.18,58.0,often,2.4,83.46,1,3.0,self_report_missing
S100235,2024,Public Health,7,90.74,85.11,85.1,100.0,100.0,30,1.09,stable,14.38,42.71,rarely,3.21,92.75,1,0.0,none
S100236,2022,Education,8,85.07,88.67,76.59,100.0,86.78,59,18.38,stable,8.23,53.92,sometimes,2.44,83.7,1,2.0,none
S100237,2023,Psychology,3,66.4,72.59,60.7,98.02,94.06,82,10.71,stable,21.05,23.03,sometimes,2.81,73.56,1,2.0,self_report_missing
S100238,2021,Psychology,5,56.54,76.37,80.2,88.28,86.3,64,15.51,stable,13.07,51.53,sometimes,3.02,74.95,1,2.0,none
S100239,2021,Economics,4,92.14,85.1,71.83,100.0,100.0,60,12.95,stable,16.55,51.29,often,2.67,89.4,1,2.0,none
S100240,2024,Psychology,6,85.52,81.29,80.45,100.0,100.0,47,18.48,stable,0.0,62.23,rarely,3.04,88.44,1,4.0,none
S100241,2023,Education,8,83.26,87.05,71.91,100.0,100.0,31,12.19,stable,9.4,4.97,sometimes,3.03,86.75,1,1.0,none
S100242,2022,Psychology,5,87.45,67.76,74.07,100.0,100.0,49,4.83,stable,12.87,18.67,often,2.63,88.43,1,4.0,none
S100243,2023,Psychology,7,100.0,89.02,77.97,100.0,100.0,53,10.6,stable,11.57,49.82,never,3.26,100.0,1,4.0,none
S100244,2023,Psychology,5,95.57,86.6,73.47,100.0,100.0,53,12.98,stable,16.73,0.0,often,2.66,89.59,1,3.0,none
S100245,2024,Education,8,97.29,92.16,85.29,100.0,100.0,50,10.43,stable,7.44,43.86,very_often,4.0,95.63,1,0.0,none
S100246,2023,Psychology,4,72.08,68.42,68.78,100.0,100.0,47,14.13,stable,10.34,54.08,sometimes,2.95,83.35,1,3.0,none
S100247,2022,Computer Science,4,71.74,74.66,73.93,100.0,100.0,41,10.24,stable,18.27,24.63,very_often,2.47,75.75,1,0.0,none
S100248,2022,Psychology,4,55.84,57.85,53.06,99.9,88.0,64,9.32,stable,0.0,27.26,sometimes,2.56,65.4,1,4.0,self_report_missing
S100249,2022,Psychology,8,88.78,83.84,77.5,98.24,100.0,40,5.98,limited,14.13,15.67,sometimes,3.52,93.85,1,1.0,system_issue
S100250,2023,Economics,5,92.41,80.05,75.69,95.95,99.86,50,9.62,stable,7.66,25.61,rarely,2.82,83.96,1,2.0,none
S100251,2024,Computer Science,2,90.63,77.43,71.72,100.0,90.12,55,12.63,stable,3.61,26.13,never,2.39,82.13,1,2.0,none
S100252,2022,Psychology,1,91.61,72.37,82.43,100.0,94.23,54,2.19,stable,12.36,22.71,rarely,3.38,85.45,1,0.0,none
S100253,2022,Economics,5,76.43,80.13,58.41,77.62,90.73,40,7.0,limited,18.59,21.72,sometimes,2.81,76.62,1,3.0,none
S100254,2022,Public Health,7,74.87,70.19,73.6,100.0,100.0,55,1.63,limited,17.27,30.12,sometimes,3.29,89.01,1,1.0,none
S100255,2023,Economics,4,73.03,95.08,64.81,100.0,100.0,44,8.5,limited,9.05,29.9,rarely,3.42,88.0,1,1.0,none
S100256,2024,Public Health,5,79.74,89.03,73.4,100.0,100.0,56,16.1,stable,16.13,68.73,sometimes,3.12,89.71,1,1.0,none
S100257,2021,Computer Science,7,78.56,87.02,68.82,100.0,100.0,66,5.38,stable,16.08,27.9,rarely,4.0,90.23,1,0.0,none
S100258,2021,Education,5,94.69,84.19,71.08,95.39,100.0,47,14.41,stable,9.39,41.19,sometimes,2.22,83.32,1,1.0,none
S100259,2023,Economics,8,67.24,92.58,69.38,92.7,80.33,72,24.41,stable,5.15,24.62,rarely,2.63,76.84,1,1.0,none
S100260,2021,Computer Science,6,79.82,93.29,87.54,100.0,100.0,70,18.1,stable,5.55,24.39,often,2.88,94.43,1,3.0,none
S100261,2024,Public Health,6,69.96,92.08,80.34,100.0,100.0,56,11.33,stable,15.86,4.32,sometimes,4.0,90.07,1,3.0,none
S100262,2022,Economics,7,91.04,86.96,88.41,100.0,100.0,56,15.09,stable,9.7,6.72,often,3.81,96.48,1,0.0,none
S100263,2021,Education,6,82.9,86.97,68.57,100.0,100.0,72,5.62,limited,2.68,13.27,never,3.58,92.53,1,1.0,none
S100264,2024,Economics,1,76.19,73.47,71.64,100.0,100.0,47,4.92,stable,0.0,38.31,sometimes,2.64,85.72,1,2.0,none
S100265,2021,Education,4,70.08,74.75,79.48,93.83,97.34,54,10.86,stable,15.82,54.37,very_often,2.7,83.34,1,3.0,none
S100266,2022,Computer Science,2,81.17,91.25,78.11,100.0,100.0,51,13.3,stable,6.17,2.84,never,2.63,88.66,1,2.0,none
S100267,2021,Economics,5,71.39,93.02,61.38,100.0,100.0,58,15.94,limited,12.31,25.12,sometimes,2.65,82.89,1,1.0,none
S100268,2021,Computer Science,2,82.23,90.37,74.77,100.0,98.07,61,7.95,unstable,18.68,10.4,never,3.67,95.85,1,1.0,none
S100269,2021,Public Health,5,100.0,85.74,80.28,100.0,100.0,53,12.8,stable,0.84,30.24,rarely,2.89,90.16,1,1.0,none
S100270,2021,Computer Science,3,79.16,75.54,69.28,100.0,98.33,30,11.94,unstable,9.68,54.36,sometimes,2.95,82.16,1,1.0,none
S100271,2021,Economics,1,86.3,91.05,95.76,100.0,100.0,59,10.7,limited,8.81,26.96,rarely,3.35,100.0,1,1.0,none
S100272,2021,Computer Science,1,69.44,78.74,60.8,94.85,85.09,40,10.66,limited,12.66,34.14,sometimes,2.25,75.79,1,3.0,none
S100273,2023,Computer Science,5,69.75,61.47,68.14,100.0,95.59,56,6.66,limited,18.67,61.19,very_often,3.02,80.68,1,2.0,none
S100274,2023,Public Health,1,78.51,83.27,66.0,100.0,95.81,55,13.2,stable,0.69,43.24,rarely,2.51,84.74,1,4.0,none
S100275,2022,Education,7,100.0,87.35,80.44,100.0,100.0,66,11.76,limited,13.99,21.32,rarely,2.87,92.75,1,0.0,none
S100276,2022,Economics,7,77.46,63.63,79.13,100.0,100.0,40,8.64,stable,17.22,37.86,often,2.74,78.55,1,3.0,none
S100277,2023,Education,6,81.05,86.75,73.97,99.12,100.0,50,14.3,limited,8.7,20.1,sometimes,2.71,88.13,1,1.0,none
S100278,2024,Public Health,2,74.05,91.1,73.45,90.97,98.76,53,15.9,stable,9.04,42.57,often,3.1,86.96,1,2.0,none
S100279,2024,Computer Science,7,51.2,76.24,59.65,96.99,87.85,36,14.01,limited,12.93,44.28,sometimes,3.1,73.37,1,1.0,none
S100280,2021,Economics,6,71.08,66.31,76.15,93.94,97.48,60,6.32,unstable,12.41,10.39,sometimes,2.9,77.56,1,2.0,none
S100281,2021,Education,4,100.0,97.46,79.99,100.0,100.0,37,11.32,stable,14.08,38.15,very_often,3.17,96.53,1,3.0,none
S100282,2022,Psychology,1,82.24,67.55,67.63,100.0,,61,6.78,unstable,13.93,32.88,rarely,2.61,77.81,1,4.0,none
S100283,2022,Computer Science,5,99.88,99.78,66.14,100.0,97.91,61,12.18,stable,3.13,44.8,often,3.31,94.48,1,0.0,none
S100284,2023,Education,7,77.38,68.06,68.86,99.47,91.96,46,6.56,stable,16.93,49.96,sometimes,2.91,80.17,1,0.0,none
S100285,2022,Education,1,56.81,81.18,64.64,100.0,82.44,59,16.29,stable,18.17,43.59,often,2.78,76.41,1,2.0,none
S100286,2021,Public Health,1,65.54,80.5,55.33,98.86,91.78,58,14.62,limited,11.3,29.54,rarely,2.64,78.85,1,2.0,system_issue
S100287,2022,Computer Science,4,84.66,93.58,84.05,100.0,100.0,55,17.19,stable,0.0,51.8,sometimes,2.89,94.28,1,2.0,self_report_missing
S100288,2023,Education,5,90.12,100.0,82.02,100.0,100.0,62,16.0,stable,9.2,19.28,rarely,3.84,97.06,1,1.0,none
S100289,2021,Psychology,4,82.76,73.12,86.8,100.0,100.0,60,9.87,stable,11.36,11.23,very_often,2.97,91.08,1,4.0,none
S100290,2024,Public Health,4,75.11,77.55,77.28,100.0,99.66,41,9.93,stable,1.99,0.0,never,2.49,83.18,1,2.0,none
S100291,2021,Computer Science,3,93.97,89.18,80.08,100.0,100.0,66,19.24,stable,7.48,33.74,never,3.41,100.0,1,2.0,none
S100292,2024,Economics,1,72.87,69.41,79.37,100.0,100.0,24,11.25,limited,0.13,20.21,often,2.79,81.85,1,2.0,none
S100293,2021,Psychology,1,85.59,73.36,84.35,100.0,90.99,27,4.76,stable,14.25,42.16,sometimes,3.13,82.55,1,2.0,none
S100294,2024,Psychology,1,80.32,86.57,69.82,97.67,100.0,63,15.64,limited,11.16,0.0,sometimes,2.73,88.74,1,2.0,none
S100295,2024,Education,6,82.3,99.43,72.4,100.0,98.23,50,12.65,stable,0.0,23.35,sometimes,3.58,95.49,1,1.0,none
S100296,2024,Computer Science,7,67.78,95.36,56.01,98.76,93.36,48,17.78,unstable,12.46,43.46,sometimes,2.73,85.83,1,1.0,none
S100297,2024,Education,4,82.31,83.71,82.55,100.0,100.0,54,12.33,stable,9.6,16.46,rarely,3.63,94.17,1,4.0,none
S100298,2023,Education,1,97.64,86.3,68.11,100.0,100.0,50,10.82,stable,13.61,42.37,sometimes,2.53,95.48,1,0.0,none
S100299,2023,Computer Science,4,92.79,97.3,82.8,100.0,97.58,50,18.29,stable,7.26,24.97,sometimes,2.87,93.26,1,2.0,none
S100300,2023,Public Health,8,96.05,89.52,76.24,100.0,100.0,31,4.73,stable,4.39,34.41,sometimes,3.63,99.0,1,1.0,none
S100301,2021,Computer Science,2,74.18,76.86,65.9,100.0,89.16,29,9.0,stable,4.6,45.71,rarely,3.08,80.54,1,2.0,none
S100302,2023,Economics,4,69.45,83.96,72.66,95.28,100.0,57,7.51,limited,6.23,52.15,rarely,4.0,91.58,1,1.0,none
S100303,2023,Economics,5,92.21,72.23,62.25,95.42,89.41,41,1.31,stable,10.13,36.66,often,2.88,83.88,1,2.0,none
S100304,2024,Economics,3,92.39,89.9,76.23,100.0,100.0,68,15.05,stable,11.04,20.35,rarely,3.12,95.21,1,1.0,self_report_missing
S100305,2022,Psychology,4,88.9,87.18,76.77,99.65,100.0,47,8.8,stable,8.66,26.76,sometimes,3.86,97.55,1,1.0,system_issue
S100306,2022,Economics,4,70.27,77.17,67.29,92.86,100.0,60,15.51,unstable,7.04,46.47,sometimes,2.32,69.19,1,2.0,none
S100307,2023,Economics,4,63.75,70.58,64.53,92.06,72.95,52,13.15,stable,7.54,16.62,sometimes,2.26,69.19,1,2.0,self_report_missing
S100308,2022,Economics,6,88.7,76.74,66.51,100.0,94.02,56,12.53,stable,27.55,31.79,often,2.64,81.99,1,1.0,none
S100309,2021,Public Health,5,96.39,92.23,88.34,100.0,100.0,54,9.58,stable,4.6,28.05,sometimes,3.37,96.24,1,2.0,system_issue
S100310,2022,Public Health,1,70.98,75.06,62.42,90.8,100.0,44,8.07,stable,6.09,33.14,often,2.28,76.21,1,0.0,self_report_missing
S100311,2022,Education,1,76.78,92.24,84.58,90.17,100.0,38,9.76,stable,33.06,16.83,often,3.27,93.65,1,2.0,none
S100312,2022,Psychology,4,97.26,96.96,84.31,100.0,100.0,67,15.1,stable,12.95,1.67,often,3.24,97.81,1,0.0,none
S100313,2022,Education,8,80.67,86.86,81.81,100.0,100.0,71,11.75,stable,0.34,44.37,often,3.91,93.37,1,2.0,none
S100314,2022,Psychology,1,100.0,82.93,78.11,100.0,100.0,70,7.57,stable,15.9,52.35,rarely,3.47,90.25,1,2.0,none
S100315,2022,Psychology,1,83.28,79.66,77.75,97.4,90.53,43,6.31,stable,3.63,2.74,very_often,3.16,91.33,1,1.0,none
S100316,2022,Education,6,81.57,90.42,79.4,100.0,100.0,46,11.61,stable,16.36,41.64,often,3.61,91.98,1,2.0,none
S100317,2023,Computer Science,4,79.64,80.28,80.25,100.0,100.0,45,8.82,unstable,8.52,54.5,sometimes,3.24,89.26,1,1.0,none
S100318,2022,Economics,2,76.49,70.97,82.08,100.0,100.0,51,11.12,stable,6.92,45.73,rarely,2.79,91.54,1,1.0,none
S100319,2024,Public Health,2,90.53,73.54,66.56,100.0,100.0,52,9.22,stable,21.26,27.5,rarely,2.48,82.02,1,2.0,system_issue
S100320,2024,Education,6,90.07,82.05,77.71,100.0,92.54,41,8.88,stable,13.96,18.02,sometimes,2.74,86.5,1,0.0,none
S100321,2022,Education,5,92.75,91.24,81.77,100.0,100.0,39,11.98,stable,16.81,36.46,sometimes,2.98,94.09,1,1.0,none
S100322,2022,Psychology,6,80.67,75.7,78.76,100.0,,56,13.45,limited,13.04,39.46,often,3.08,82.93,1,2.0,none
S100323,2023,Education,3,71.64,84.09,64.92,100.0,79.38,22,20.29,stable,6.89,36.72,sometimes,2.04,70.57,1,1.0,none
S100324,2024,Psychology,5,81.49,82.05,71.9,89.28,98.24,55,14.27,stable,14.28,31.76,sometimes,2.9,83.19,1,5.0,none
S100325,2023,Public Health,7,78.67,87.89,72.47,100.0,94.81,48,17.69,stable,18.46,15.51,rarely,3.01,86.12,1,0.0,none
S100326,2024,Education,3,97.87,83.04,74.83,100.0,100.0,60,7.44,stable,10.94,42.61,rarely,3.25,92.99,1,0.0,self_report_missing
S100327,2023,Education,4,92.6,76.05,73.25,100.0,100.0,58,2.99,unstable,22.61,43.48,never,3.73,89.31,1,3.0,self_report_missing
S100328,2023,Economics,2,81.48,82.65,73.71,100.0,100.0,65,10.66,stable,15.95,38.61,often,3.08,89.84,1,2.0,none
S100329,2022,Economics,6,70.24,86.19,63.96,100.0,99.94,52,14.94,stable,11.48,37.0,sometimes,2.59,76.59,1,2.0,none
S100330,2023,Economics,1,87.78,88.66,73.95,100.0,94.82,44,14.21,limited,11.76,65.23,very_often,2.18,85.17,1,1.0,none
S100331,2022,Psychology,2,82.23,83.59,79.83,100.0,100.0,49,16.57,limited,10.96,23.76,often,3.31,92.19,1,2.0,none
S100332,2023,Computer Science,6,77.43,66.97,65.53,95.71,89.91,46,0.49,stable,1.24,58.07,often,2.61,78.42,1,0.0,none
S100333,2024,Education,1,100.0,85.54,83.65,100.0,100.0,42,16.89,stable,9.37,21.79,sometimes,3.39,95.34,1,0.0,none
S100334,2021,Economics,8,79.88,87.3,79.77,100.0,94.43,70,12.59,stable,11.55,54.96,often,3.63,89.88,1,3.0,none
S100335,2023,Computer Science,4,70.26,68.03,60.03,98.26,,42,4.48,limited,7.09,57.2,very_often,2.31,72.22,1,3.0,self_report_missing
S100336,2021,Public Health,4,81.45,97.72,83.02,100.0,100.0,61,14.27,stable,12.36,29.73,often,3.25,98.05,1,1.0,none
S100337,2023,Psychology,5,71.12,72.39,72.87,100.0,100.0,33,11.95,stable,10.15,64.9,rarely,3.58,84.95,1,3.0,none
S100338,2021,Economics,6,84.1,83.42,81.77,100.0,100.0,44,12.48,limited,15.42,43.44,often,3.46,95.44,1,0.0,system_issue
S100339,2024,Education,4,69.42,78.61,55.8,75.29,72.57,35,15.32,stable,14.64,19.21,rarely,2.06,69.55,1,0.0,none
S100340,2021,Education,8,74.31,68.97,74.73,86.04,84.89,65,13.04,stable,11.17,28.27,never,2.62,70.76,1,2.0,none
S100341,2024,Education,8,70.69,69.89,59.35,100.0,88.17,45,5.34,stable,0.43,55.39,often,2.42,74.92,1,1.0,none
S100342,2024,Computer Science,2,73.39,80.88,66.29,100.0,100.0,57,9.55,limited,22.54,51.62,often,3.24,83.18,1,4.0,self_report_missing
S100343,2023,Psychology,6,75.56,65.96,62.19,100.0,100.0,47,4.0,stable,9.01,15.96,rarely,3.19,77.73,1,2.0,none
S100344,2023,Computer Science,3,77.33,76.12,56.05,94.46,91.84,61,14.17,stable,9.43,32.49,never,1.79,76.16,1,1.0,self_report_missing
S100345,2023,Education,8,79.52,79.96,72.24,100.0,100.0,55,17.68,stable,7.6,38.66,often,2.86,87.65,1,2.0,none
S100346,2024,Public Health,3,81.56,87.05,84.79,100.0,100.0,46,5.89,limited,6.58,25.86,rarely,3.36,93.69,1,2.0,none
S100347,2022,Computer Science,3,100.0,84.42,73.69,100.0,100.0,51,7.31,limited,20.81,77.44,never,3.07,88.91,1,2.0,none
S100348,2023,Education,6,80.71,74.18,56.5,83.01,84.2,53,6.45,stable,19.7,39.21,often,3.07,77.1,1,1.0,none
S100349,2021,Education,7,87.15,70.86,75.84,100.0,88.09,56,8.91,stable,13.11,33.89,often,2.84,79.56,1,3.0,none
S100350,2023,Education,2,81.98,82.5,63.54,100.0,100.0,86,13.12,unstable,9.25,56.44,sometimes,2.52,84.19,1,2.0,none
S100351,2021,Public Health,5,78.14,87.51,77.51,100.0,100.0,69,8.86,limited,14.33,28.43,sometimes,2.99,87.25,1,1.0,none
S100352,2023,Psychology,3,84.16,83.63,73.54,100.0,93.37,37,14.1,stable,10.52,53.13,sometimes,3.02,90.6,1,0.0,none
S100353,2023,Economics,5,85.16,87.73,77.9,100.0,91.03,56,16.1,stable,8.67,4.98,rarely,3.28,88.97,1,2.0,none
S100354,2022,Economics,5,82.79,86.54,87.71,100.0,100.0,53,15.97,unstable,12.37,26.83,often,3.31,93.99,1,1.0,none
S100355,2023,Computer Science,8,72.12,84.69,73.48,100.0,96.22,62,6.42,unstable,6.91,53.88,often,3.04,86.9,1,1.0,none
S100356,2023,Economics,8,78.88,82.6,71.53,98.8,100.0,55,17.3,stable,11.77,63.26,sometimes,3.49,89.24,1,0.0,none
S100357,2023,Economics,6,81.78,95.31,68.33,100.0,97.82,64,17.68,stable,11.43,21.08,rarely,2.83,88.98,1,2.0,none
S100358,2022,Public Health,6,59.09,77.72,52.97,85.94,80.68,31,17.85,stable,14.22,18.98,rarely,2.35,69.87,1,0.0,system_issue
S100359,2023,Education,8,94.36,86.23,97.67,100.0,100.0,38,10.84,limited,5.67,45.21,never,3.21,93.92,1,2.0,none
S100360,2024,Computer Science,2,100.0,79.97,72.13,98.36,100.0,75,7.42,stable,14.97,23.79,sometimes,3.06,91.74,1,3.0,none
S100361,2021,Education,6,85.29,81.71,83.2,100.0,100.0,51,7.28,stable,3.66,30.17,never,3.22,94.02,1,2.0,none
S100362,2021,Economics,7,84.63,66.18,64.39,99.08,93.36,38,6.56,stable,5.99,50.78,often,2.43,80.08,1,4.0,none
S100363,2021,Public Health,2,94.6,98.59,77.04,100.0,100.0,58,11.55,unstable,6.3,25.21,rarely,3.81,97.55,1,2.0,none
S100364,2023,Computer Science,8,68.67,93.36,75.12,87.05,100.0,44,15.62,limited,2.5,0.0,often,3.32,87.95,1,1.0,none
S100365,2022,Computer Science,6,88.02,82.47,75.34,100.0,100.0,56,16.51,unstable,17.11,11.58,sometimes,2.87,87.81,1,2.0,none
S100366,2023,Psychology,3,75.24,80.02,73.6,100.0,87.66,35,9.56,stable,3.22,35.18,often,2.58,81.22,1,1.0,none
S100367,2023,Psychology,4,100.0,91.3,89.29,100.0,100.0,47,11.42,limited,5.11,1.46,very_often,3.48,95.02,1,0.0,none
S100368,2022,Psychology,4,73.91,75.87,63.09,98.36,88.39,47,10.03,limited,18.79,29.65,sometimes,2.5,82.13,1,1.0,none
S100369,2024,Economics,8,98.17,99.56,75.7,100.0,100.0,65,8.66,stable,6.01,9.94,rarely,4.0,100.0,1,3.0,none
S100370,2023,Economics,8,77.37,75.69,63.93,100.0,100.0,61,14.62,stable,8.68,64.52,often,2.72,80.6,1,4.0,none
S100371,2022,Psychology,7,100.0,100.0,70.92,100.0,100.0,64,13.4,unstable,2.92,73.97,never,3.77,100.0,1,1.0,none
S100372,2022,Psychology,6,77.21,81.61,70.26,100.0,100.0,53,11.37,stable,15.83,15.95,rarely,2.92,90.46,1,3.0,none
S100373,2022,Psychology,1,97.77,93.27,85.11,100.0,100.0,65,12.34,stable,15.93,39.62,never,3.71,96.12,1,1.0,none
S100374,2021,Psychology,8,87.04,85.44,66.25,100.0,98.04,46,13.56,stable,15.17,17.71,often,2.67,79.83,1,2.0,system_issue
S100375,2021,Education,2,86.37,87.33,67.94,100.0,100.0,48,13.62,stable,13.76,29.43,never,3.01,93.58,1,2.0,none
S100376,2024,Public Health,2,85.15,74.51,76.02,100.0,100.0,55,7.39,stable,10.52,67.46,sometimes,3.36,89.18,1,2.0,none
S100377,2022,Economics,1,74.01,84.35,71.93,100.0,100.0,53,15.53,limited,6.33,26.6,sometimes,3.3,86.76,1,1.0,none
S100378,2022,Education,8,59.37,75.0,70.69,95.78,91.45,52,12.81,stable,4.3,29.85,often,3.5,81.8,1,2.0,none
S100379,2023,Computer Science,4,88.68,79.79,70.54,100.0,100.0,50,8.52,limited,19.03,18.03,sometimes,2.78,86.01,1,0.0,none
S100380,2023,Computer Science,2,76.52,85.81,74.92,100.0,96.27,67,11.83,stable,15.35,55.63,often,3.04,96.39,1,5.0,none
S100381,2024,Psychology,1,98.57,97.83,80.68,100.0,100.0,71,13.14,stable,5.15,0.0,often,3.56,97.0,1,1.0,none
S100382,2023,Education,4,80.49,75.65,70.21,100.0,83.12,51,16.05,limited,10.28,27.03,sometimes,2.68,81.45,1,2.0,none
S100383,2022,Education,6,95.62,78.72,64.91,100.0,100.0,31,6.66,stable,7.9,34.17,sometimes,3.26,93.38,1,4.0,none
S100384,2022,Education,8,89.96,91.98,78.75,100.0,93.54,52,17.79,stable,2.1,23.1,often,2.9,94.55,1,2.0,none
S100385,2024,Computer Science,5,53.8,76.8,67.11,100.0,,41,11.2,limited,11.24,50.54,often,3.09,83.82,1,4.0,none
S100386,2023,Public Health,5,87.52,77.58,73.89,100.0,100.0,61,9.15,stable,7.09,56.64,sometimes,3.04,87.03,1,2.0,none
S100387,2024,Education,7,77.54,69.5,82.46,100.0,85.8,61,9.32,stable,3.33,9.58,sometimes,2.65,80.73,1,1.0,none
S100388,2021,Computer Science,8,91.42,77.96,75.37,100.0,100.0,40,7.49,stable,0.0,72.68,never,2.88,82.06,1,3.0,none
